"unattempted","wrong","correct","partCorrect1m","partCorrect2m","partCorrect3m","subject","paper","year","qaNum","qaType","markScheme","right","tot","wOtot","uOtot","cOtot","rOtot","not.rOtot"
45158,49736,24686,NA,NA,NA,"chemistry","2","2014",11,"SingDigitInteger","+03",24686,119580,0.416,0.378,0.206,0.206,0.794
58402,33292,27886,NA,NA,NA,"chemistry","2","2014",12,"SingDigitInteger","+03",27886,119580,0.278,0.488,0.233,0.233,0.767
32445,33602,53533,NA,NA,NA,"chemistry","2","2014",13,"SingDigitInteger","+03",53533,119580,0.281,0.271,0.448,0.448,0.552
53152,43240,23188,NA,NA,NA,"chemistry","2","2014",14,"SingDigitInteger","+03",23188,119580,0.362,0.444,0.194,0.194,0.806
30603,33646,55331,NA,NA,NA,"chemistry","2","2014",15,"SingDigitInteger","+03",55331,119580,0.281,0.256,0.463,0.463,0.537
50472,37570,31538,NA,NA,NA,"chemistry","2","2014",16,"SingDigitInteger","+03",31538,119580,0.314,0.422,0.264,0.264,0.736
54997,35599,28984,NA,NA,NA,"chemistry","2","2014",17,"SingDigitInteger","+03",28984,119580,0.298,0.46,0.242,0.242,0.758
26498,26729,66353,NA,NA,NA,"chemistry","2","2014",18,"SingDigitInteger","+03",66353,119580,0.224,0.222,0.555,0.555,0.445
12631,36327,70622,NA,NA,NA,"chemistry","2","2014",19,"SingDigitInteger","+03",70622,119580,0.304,0.106,0.591,0.591,0.409
9285,41012,69283,NA,NA,NA,"chemistry","2","2014",20,"SingDigitInteger","+03",69283,119580,0.343,0.078,0.579,0.579,0.421
69819,31391,18370,NA,NA,NA,"maths","2","2014",1,"SingCorrAns","-103",18370,119580,0.263,0.584,0.154,0.154,0.846
81044,29180,9356,NA,NA,NA,"maths","2","2014",2,"SingCorrAns","-103",9356,119580,0.244,0.678,0.078,0.078,0.922
61181,31289,27110,NA,NA,NA,"maths","2","2014",3,"SingCorrAns","-103",27110,119580,0.262,0.512,0.227,0.227,0.773
47153,35602,36825,NA,NA,NA,"maths","2","2014",4,"SingCorrAns","-103",36825,119580,0.298,0.394,0.308,0.308,0.692
59607,38423,21550,NA,NA,NA,"maths","2","2014",5,"SingCorrAns","-103",21550,119580,0.321,0.498,0.18,0.18,0.82
37548,30490,51542,NA,NA,NA,"maths","2","2014",6,"SingCorrAns","-103",51542,119580,0.255,0.314,0.431,0.431,0.569
75302,23597,20681,NA,NA,NA,"maths","2","2014",7,"SingCorrAns","-103",20681,119580,0.197,0.63,0.173,0.173,0.827
62268,40557,16755,NA,NA,NA,"maths","2","2014",8,"SingCorrAns","-103",16755,119580,0.339,0.521,0.14,0.14,0.86
50651,46455,22474,NA,NA,NA,"maths","2","2014",9,"SingCorrAns","-103",22474,119580,0.388,0.424,0.188,0.188,0.812
35191,67411,16978,NA,NA,NA,"maths","2","2014",10,"SingCorrAns","-103",16978,119580,0.564,0.294,0.142,0.142,0.858
48452,39560,31568,NA,NA,NA,"maths","2","2014",11,"Compr","-103",31568,119580,0.331,0.405,0.264,0.264,0.736
64007,18001,37572,NA,NA,NA,"maths","2","2014",12,"Compr","-103",37572,119580,0.151,0.535,0.314,0.314,0.686
74498,28419,16663,NA,NA,NA,"maths","2","2014",13,"Compr","-103",16663,119580,0.238,0.623,0.139,0.139,0.861
72368,19687,27525,NA,NA,NA,"maths","2","2014",14,"Compr","-103",27525,119580,0.165,0.605,0.23,0.23,0.77
40721,32469,46390,NA,NA,NA,"maths","2","2014",15,"Compr","-103",46390,119580,0.272,0.341,0.388,0.388,0.612
47485,51700,20395,NA,NA,NA,"maths","2","2014",16,"Compr","-103",20395,119580,0.432,0.397,0.171,0.171,0.829
28694,50634,40252,NA,NA,NA,"maths","2","2014",17,"TwoListMatchSingleAns","-103",40252,119580,0.423,0.24,0.337,0.337,0.663
20946,52818,45816,NA,NA,NA,"maths","2","2014",18,"TwoListMatchSingleAns","-103",45816,119580,0.442,0.175,0.383,0.383,0.617
22683,32245,64652,NA,NA,NA,"maths","2","2014",19,"TwoListMatchSingleAns","-103",64652,119580,0.27,0.19,0.541,0.541,0.459
16454,47065,56061,NA,NA,NA,"maths","2","2014",20,"TwoListMatchSingleAns","-103",56061,119580,0.394,0.138,0.469,0.469,0.531
10680,62702,42589,NA,NA,NA,"physics","1","2013",1,"SingCorrAns","+02",42589,115971,0.541,0.092,0.367,0.367,0.633
1278,75494,39199,NA,NA,NA,"physics","1","2013",2,"SingCorrAns","+02",39199,115971,0.651,0.011,0.338,0.338,0.662
3683,48571,63717,NA,NA,NA,"physics","1","2013",3,"SingCorrAns","+02",63717,115971,0.419,0.032,0.549,0.549,0.451
2443,37352,76176,NA,NA,NA,"physics","1","2013",4,"SingCorrAns","+02",76176,115971,0.322,0.021,0.657,0.657,0.343
3744,61760,50467,NA,NA,NA,"physics","1","2013",5,"SingCorrAns","+02",50467,115971,0.533,0.032,0.435,0.435,0.565
6680,47663,61628,NA,NA,NA,"physics","1","2013",6,"SingCorrAns","+02",61628,115971,0.411,0.058,0.531,0.531,0.469
5239,85480,25252,NA,NA,NA,"physics","1","2013",7,"SingCorrAns","+02",25252,115971,0.737,0.045,0.218,0.218,0.782
6032,62055,47884,NA,NA,NA,"physics","1","2013",8,"SingCorrAns","+02",47884,115971,0.535,0.052,0.413,0.413,0.587
3623,55886,56462,NA,NA,NA,"physics","1","2013",9,"SingCorrAns","+02",56462,115971,0.482,0.031,0.487,0.487,0.513
5785,71647,38539,NA,NA,NA,"physics","1","2013",10,"SingCorrAns","+02",38539,115971,0.618,0.05,0.332,0.332,0.668
46330,58977,10664,NA,NA,NA,"physics","1","2013",11,"MultCorrAns","-104",10664,115971,0.509,0.399,0.092,0.092,0.908
49695,48296,17980,NA,NA,NA,"physics","1","2013",12,"MultCorrAns","-104",17980,115971,0.416,0.429,0.155,0.155,0.845
47112,43860,24999,NA,NA,NA,"physics","1","2013",13,"MultCorrAns","-104",24999,115971,0.378,0.406,0.216,0.216,0.784
45389,56453,14129,NA,NA,NA,"physics","1","2013",14,"MultCorrAns","-104",14129,115971,0.487,0.391,0.122,0.122,0.878
32801,55001,28169,NA,NA,NA,"physics","1","2013",15,"MultCorrAns","-104",28169,115971,0.474,0.283,0.243,0.243,0.757
22618,47316,46037,NA,NA,NA,"physics","1","2013",16,"SingDigitInteger","-104",46037,115971,0.408,0.195,0.397,0.397,0.603
78548,27969,9454,NA,NA,NA,"physics","1","2013",17,"SingDigitInteger","-104",9454,115971,0.241,0.677,0.082,0.082,0.918
37771,24429,53771,NA,NA,NA,"physics","1","2013",18,"SingDigitInteger","-104",53771,115971,0.211,0.326,0.464,0.464,0.536
60324,34545,21102,NA,NA,NA,"physics","1","2013",19,"SingDigitInteger","-104",21102,115971,0.298,0.52,0.182,0.182,0.818
48194,34644,33133,NA,NA,NA,"physics","1","2013",20,"SingDigitInteger","-104",33133,115971,0.299,0.416,0.286,0.286,0.714
2285,48893,64793,NA,NA,NA,"chemistry","1","2013",1,"MultCorrAns","-103",64793,115971,0.422,0.02,0.559,0.559,0.441
2677,57217,56077,NA,NA,NA,"chemistry","1","2013",2,"MultCorrAns","-103",56077,115971,0.493,0.023,0.484,0.484,0.516
3748,53722,58501,NA,NA,NA,"chemistry","1","2013",3,"MultCorrAns","-103",58501,115971,0.463,0.032,0.504,0.504,0.496
1645,33391,80935,NA,NA,NA,"chemistry","1","2013",4,"MultCorrAns","-103",80935,115971,0.288,0.014,0.698,0.698,0.302
4961,74744,36266,NA,NA,NA,"chemistry","1","2013",5,"MultCorrAns","-103",36266,115971,0.645,0.043,0.313,0.313,0.687
3395,44891,67685,NA,NA,NA,"chemistry","1","2013",6,"MultCorrAns","-103",67685,115971,0.387,0.029,0.584,0.584,0.416
5175,68661,42135,NA,NA,NA,"chemistry","1","2013",7,"MultCorrAns","-103",42135,115971,0.592,0.045,0.363,0.363,0.637
1912,43781,70278,NA,NA,NA,"chemistry","1","2013",8,"MultCorrAns","-103",70278,115971,0.378,0.016,0.606,0.606,0.394
2839,54980,58152,NA,NA,NA,"chemistry","1","2013",9,"ParaSingleAns","-103",58152,115971,0.474,0.024,0.501,0.501,0.499
1718,91812,22441,NA,NA,NA,"chemistry","1","2013",10,"ParaSingleAns","-103",22441,115971,0.792,0.015,0.194,0.194,0.806
31901,79946,4124,NA,NA,NA,"chemistry","1","2013",11,"ParaSingleAns","-103",4124,115971,0.689,0.275,0.036,0.036,0.964
45549,66048,4374,NA,NA,NA,"chemistry","1","2013",12,"ParaSingleAns","-103",4374,115971,0.57,0.393,0.038,0.038,0.962
75507,34390,6074,NA,NA,NA,"chemistry","1","2013",13,"ParaSingleAns","-103",6074,115971,0.297,0.651,0.052,0.052,0.948
25186,70613,20172,NA,NA,NA,"chemistry","1","2013",14,"ParaSingleAns","-103",20172,115971,0.609,0.217,0.174,0.174,0.826
75191,25527,15253,NA,NA,NA,"chemistry","1","2013",15,"ParaSingleAns","-103",15253,115971,0.22,0.648,0.132,0.132,0.868
43800,55255,16916,NA,NA,NA,"chemistry","1","2013",16,"ParaSingleAns","-103",16916,115971,0.476,0.378,0.146,0.146,0.854
83232,23646,9093,NA,NA,NA,"chemistry","1","2013",17,"TwoListMatchSingleAns","-103",9093,115971,0.204,0.718,0.078,0.078,0.922
41710,63811,10450,NA,NA,NA,"chemistry","1","2013",18,"TwoListMatchSingleAns","-103",10450,115971,0.55,0.36,0.09,0.09,0.91
64158,40489,11324,NA,NA,NA,"chemistry","1","2013",19,"TwoListMatchSingleAns","-103",11324,115971,0.349,0.553,0.098,0.098,0.902
32033,24682,59256,NA,NA,NA,"chemistry","1","2013",20,"TwoListMatchSingleAns","-103",59256,115971,0.213,0.276,0.511,0.511,0.489
11531,73406,31034,NA,NA,NA,"maths","1","2013",1,"SingCorrAns","+02",31034,115971,0.633,0.099,0.268,0.268,0.732
2586,47521,65864,NA,NA,NA,"maths","1","2013",2,"SingCorrAns","+02",65864,115971,0.41,0.022,0.568,0.568,0.432
9257,80921,25793,NA,NA,NA,"maths","1","2013",3,"SingCorrAns","+02",25793,115971,0.698,0.08,0.222,0.222,0.778
4954,72691,38326,NA,NA,NA,"maths","1","2013",4,"SingCorrAns","+02",38326,115971,0.627,0.043,0.33,0.33,0.67
5475,43767,66729,NA,NA,NA,"maths","1","2013",5,"SingCorrAns","+02",66729,115971,0.377,0.047,0.575,0.575,0.425
3323,37496,75152,NA,NA,NA,"maths","1","2013",6,"SingCorrAns","+02",75152,115971,0.323,0.029,0.648,0.648,0.352
8018,62839,45114,NA,NA,NA,"maths","1","2013",7,"SingCorrAns","+02",45114,115971,0.542,0.069,0.389,0.389,0.611
5659,31024,79288,NA,NA,NA,"maths","1","2013",8,"SingCorrAns","+02",79288,115971,0.268,0.049,0.684,0.684,0.316
9667,68604,37700,NA,NA,NA,"maths","1","2013",9,"SingCorrAns","+02",37700,115971,0.592,0.083,0.325,0.325,0.675
5489,67683,42799,NA,NA,NA,"maths","1","2013",10,"SingCorrAns","+02",42799,115971,0.584,0.047,0.369,0.369,0.631
83042,27913,5016,NA,NA,NA,"maths","1","2013",11,"MultCorrAns","-104",5016,115971,0.241,0.716,0.043,0.043,0.957
43789,58132,14050,NA,NA,NA,"maths","1","2013",12,"MultCorrAns","-104",14050,115971,0.501,0.378,0.121,0.121,0.879
62261,43697,10013,NA,NA,NA,"maths","1","2013",13,"MultCorrAns","-104",10013,115971,0.377,0.537,0.086,0.086,0.914
50244,48588,17139,NA,NA,NA,"maths","1","2013",14,"MultCorrAns","-104",17139,115971,0.419,0.433,0.148,0.148,0.852
76793,27860,11318,NA,NA,NA,"maths","1","2013",15,"MultCorrAns","-104",11318,115971,0.24,0.662,0.098,0.098,0.902
49756,35750,30465,NA,NA,NA,"maths","1","2013",16,"SingDigitInteger","-104",30465,115971,0.308,0.429,0.263,0.263,0.737
66563,22722,26686,NA,NA,NA,"maths","1","2013",17,"SingDigitInteger","-104",26686,115971,0.196,0.574,0.23,0.23,0.77
84440,28610,2921,NA,NA,NA,"maths","1","2013",18,"SingDigitInteger","-104",2921,115971,0.247,0.728,0.025,0.025,0.975
85858,25913,4200,NA,NA,NA,"maths","1","2013",19,"SingDigitInteger","-104",4200,115971,0.223,0.74,0.036,0.036,0.964
62787,45552,7632,NA,NA,NA,"maths","1","2013",20,"SingDigitInteger","-104",7632,115971,0.393,0.541,0.066,0.066,0.934
55720,54863,5388,NA,NA,NA,"physics","2","2013",1,"MultCorrAns","-103",5388,115971,0.473,0.48,0.046,0.046,0.954
39784,63651,12536,NA,NA,NA,"physics","2","2013",2,"MultCorrAns","-103",12536,115971,0.549,0.343,0.108,0.108,0.892
40322,50004,25645,NA,NA,NA,"physics","2","2013",3,"MultCorrAns","-103",25645,115971,0.431,0.348,0.221,0.221,0.779
51537,34201,30233,NA,NA,NA,"physics","2","2013",4,"MultCorrAns","-103",30233,115971,0.295,0.444,0.261,0.261,0.739
34698,37772,43501,NA,NA,NA,"physics","2","2013",5,"MultCorrAns","-103",43501,115971,0.326,0.299,0.375,0.375,0.625
68478,36114,11379,NA,NA,NA,"physics","2","2013",6,"MultCorrAns","-103",11379,115971,0.311,0.59,0.098,0.098,0.902
44626,62529,8816,NA,NA,NA,"physics","2","2013",7,"MultCorrAns","-103",8816,115971,0.539,0.385,0.076,0.076,0.924
21994,72445,21532,NA,NA,NA,"physics","2","2013",8,"MultCorrAns","-103",21532,115971,0.625,0.19,0.186,0.186,0.814
57633,22213,36125,NA,NA,NA,"physics","2","2013",9,"ParaSingleAns","-103",36125,115971,0.192,0.497,0.312,0.312,0.688
71470,28261,16240,NA,NA,NA,"physics","2","2013",10,"ParaSingleAns","-103",16240,115971,0.244,0.616,0.14,0.14,0.86
25792,41859,48320,NA,NA,NA,"physics","2","2013",11,"ParaSingleAns","-103",48320,115971,0.361,0.222,0.417,0.417,0.583
55462,48728,11781,NA,NA,NA,"physics","2","2013",12,"ParaSingleAns","-103",11781,115971,0.42,0.478,0.102,0.102,0.898
26816,46200,42955,NA,NA,NA,"physics","2","2013",13,"ParaSingleAns","-103",42955,115971,0.398,0.231,0.37,0.37,0.63
35536,42240,38195,NA,NA,NA,"physics","2","2013",14,"ParaSingleAns","-103",38195,115971,0.364,0.306,0.329,0.329,0.671
49129,33619,33223,NA,NA,NA,"physics","2","2013",15,"ParaSingleAns","-103",33223,115971,0.29,0.424,0.286,0.286,0.714
41470,23575,50926,NA,NA,NA,"physics","2","2013",16,"ParaSingleAns","-103",50926,115971,0.203,0.358,0.439,0.439,0.561
7268,35519,73184,NA,NA,NA,"physics","2","2013",17,"TwoListMatchSingleAns","-103",73184,115971,0.306,0.063,0.631,0.631,0.369
13142,33643,69186,NA,NA,NA,"physics","2","2013",18,"TwoListMatchSingleAns","-103",69186,115971,0.29,0.113,0.597,0.597,0.403
2807,13803,99361,NA,NA,NA,"physics","2","2013",19,"TwoListMatchSingleAns","-103",99361,115971,0.119,0.024,0.857,0.857,0.143
23447,25879,66645,NA,NA,NA,"physics","2","2013",20,"TwoListMatchSingleAns","-103",66645,115971,0.223,0.202,0.575,0.575,0.425
14876,76664,24431,NA,NA,NA,"chemistry","2","2013",1,"SingCorrAns","+02",24431,115971,0.661,0.128,0.211,0.211,0.789
21383,46285,48303,NA,NA,NA,"chemistry","2","2013",2,"SingCorrAns","+02",48303,115971,0.399,0.184,0.417,0.417,0.583
42741,49832,23398,NA,NA,NA,"chemistry","2","2013",3,"SingCorrAns","+02",23398,115971,0.43,0.369,0.202,0.202,0.798
32939,75001,8031,NA,NA,NA,"chemistry","2","2013",4,"SingCorrAns","+02",8031,115971,0.647,0.284,0.069,0.069,0.931
55703,32221,28047,NA,NA,NA,"chemistry","2","2013",5,"SingCorrAns","+02",28047,115971,0.278,0.48,0.242,0.242,0.758
32676,51149,32146,NA,NA,NA,"chemistry","2","2013",6,"SingCorrAns","+02",32146,115971,0.441,0.282,0.277,0.277,0.723
39705,48641,27625,NA,NA,NA,"chemistry","2","2013",7,"SingCorrAns","+02",27625,115971,0.419,0.342,0.238,0.238,0.762
65276,33326,17369,NA,NA,NA,"chemistry","2","2013",8,"SingCorrAns","+02",17369,115971,0.287,0.563,0.15,0.15,0.85
7892,29024,79055,NA,NA,NA,"chemistry","2","2013",9,"SingCorrAns","+02",79055,115971,0.25,0.068,0.682,0.682,0.318
5492,10465,100014,NA,NA,NA,"chemistry","2","2013",10,"SingCorrAns","+02",100014,115971,0.09,0.047,0.862,0.862,0.138
37608,34585,43778,NA,NA,NA,"chemistry","2","2013",11,"MultCorrAns","-104",43778,115971,0.298,0.324,0.377,0.377,0.623
31857,55250,28864,NA,NA,NA,"chemistry","2","2013",12,"MultCorrAns","-104",28864,115971,0.476,0.275,0.249,0.249,0.751
42002,35293,38676,NA,NA,NA,"chemistry","2","2013",13,"MultCorrAns","-104",38676,115971,0.304,0.362,0.333,0.333,0.667
48000,51580,16391,NA,NA,NA,"chemistry","2","2013",14,"MultCorrAns","-104",16391,115971,0.445,0.414,0.141,0.141,0.859
44249,41129,30593,NA,NA,NA,"chemistry","2","2013",15,"MultCorrAns","-104",30593,115971,0.355,0.382,0.264,0.264,0.736
44312,57853,13806,NA,NA,NA,"chemistry","2","2013",16,"SingDigitInteger","-104",13806,115971,0.499,0.382,0.119,0.119,0.881
10573,47741,57657,NA,NA,NA,"chemistry","2","2013",17,"SingDigitInteger","-104",57657,115971,0.412,0.091,0.497,0.497,0.503
19472,71156,25343,NA,NA,NA,"chemistry","2","2013",18,"SingDigitInteger","-104",25343,115971,0.614,0.168,0.219,0.219,0.781
18356,32339,65276,NA,NA,NA,"chemistry","2","2013",19,"SingDigitInteger","-104",65276,115971,0.279,0.158,0.563,0.563,0.437
36911,54357,24703,NA,NA,NA,"chemistry","2","2013",20,"SingDigitInteger","-104",24703,115971,0.469,0.318,0.213,0.213,0.787
77554,33046,5371,NA,NA,NA,"maths","2","2013",1,"MultCorrAns","-103",5371,115971,0.285,0.669,0.046,0.046,0.954
20291,44339,51341,NA,NA,NA,"maths","2","2013",2,"MultCorrAns","-103",51341,115971,0.382,0.175,0.443,0.443,0.557
72184,32404,11383,NA,NA,NA,"maths","2","2013",3,"MultCorrAns","-103",11383,115971,0.279,0.622,0.098,0.098,0.902
45500,60648,9823,NA,NA,NA,"maths","2","2013",4,"MultCorrAns","-103",9823,115971,0.523,0.392,0.085,0.085,0.915
92748,20382,2841,NA,NA,NA,"maths","2","2013",5,"MultCorrAns","-103",2841,115971,0.176,0.8,0.024,0.024,0.976
26684,26663,62624,NA,NA,NA,"maths","2","2013",6,"MultCorrAns","-103",62624,115971,0.23,0.23,0.54,0.54,0.46
44089,35542,36340,NA,NA,NA,"maths","2","2013",7,"MultCorrAns","-103",36340,115971,0.306,0.38,0.313,0.313,0.687
78855,27637,9479,NA,NA,NA,"maths","2","2013",8,"MultCorrAns","-103",9479,115971,0.238,0.68,0.082,0.082,0.918
65215,33198,17558,NA,NA,NA,"maths","2","2013",9,"ParaSingleAns","-103",17558,115971,0.286,0.562,0.151,0.151,0.849
73539,26399,16033,NA,NA,NA,"maths","2","2013",10,"ParaSingleAns","-103",16033,115971,0.228,0.634,0.138,0.138,0.862
30756,26234,58981,NA,NA,NA,"maths","2","2013",11,"ParaSingleAns","-103",58981,115971,0.226,0.265,0.509,0.509,0.491
46029,32876,37066,NA,NA,NA,"maths","2","2013",12,"ParaSingleAns","-103",37066,115971,0.283,0.397,0.32,0.32,0.68
69724,37925,8322,NA,NA,NA,"maths","2","2013",13,"ParaSingleAns","-103",8322,115971,0.327,0.601,0.072,0.072,0.928
68226,26197,21548,NA,NA,NA,"maths","2","2013",14,"ParaSingleAns","-103",21548,115971,0.226,0.588,0.186,0.186,0.814
46094,36952,32925,NA,NA,NA,"maths","2","2013",15,"ParaSingleAns","-103",32925,115971,0.319,0.397,0.284,0.284,0.716
61604,43535,10832,NA,NA,NA,"maths","2","2013",16,"ParaSingleAns","-103",10832,115971,0.375,0.531,0.093,0.093,0.907
44931,44089,26951,NA,NA,NA,"maths","2","2013",17,"TwoListMatchSingleAns","-103",26951,115971,0.38,0.387,0.232,0.232,0.768
27769,32360,55842,NA,NA,NA,"maths","2","2013",18,"TwoListMatchSingleAns","-103",55842,115971,0.279,0.239,0.482,0.482,0.518
22744,23724,69503,NA,NA,NA,"maths","2","2013",19,"TwoListMatchSingleAns","-103",69503,115971,0.205,0.196,0.599,0.599,0.401
18899,20874,76198,NA,NA,NA,"maths","2","2013",20,"TwoListMatchSingleAns","-103",76198,115971,0.18,0.163,0.657,0.657,0.343
176389,223035,80227,NA,NA,NA,"physics","1","2012",1,"SingCorrAns","-103",80227,479651,0.465,0.368,0.167,0.167,0.833
290084,111637,77930,NA,NA,NA,"physics","1","2012",2,"SingCorrAns","-103",77930,479651,0.233,0.605,0.162,0.162,0.838
137160,193538,148953,NA,NA,NA,"physics","1","2012",3,"SingCorrAns","-103",148953,479651,0.403,0.286,0.311,0.311,0.689
243553,183531,52567,NA,NA,NA,"physics","1","2012",4,"SingCorrAns","-103",52567,479651,0.383,0.508,0.11,0.11,0.89
265586,136325,77740,NA,NA,NA,"physics","1","2012",5,"SingCorrAns","-103",77740,479651,0.284,0.554,0.162,0.162,0.838
70991,187819,220841,NA,NA,NA,"physics","1","2012",6,"SingCorrAns","-103",220841,479651,0.392,0.148,0.46,0.46,0.54
166651,230283,82717,NA,NA,NA,"physics","1","2012",7,"SingCorrAns","-103",82717,479651,0.48,0.347,0.172,0.172,0.828
192150,184143,103358,NA,NA,NA,"physics","1","2012",8,"SingCorrAns","-103",103358,479651,0.384,0.401,0.215,0.215,0.785
287624,123522,68505,NA,NA,NA,"physics","1","2012",9,"SingCorrAns","-103",68505,479651,0.258,0.6,0.143,0.143,0.857
208443,193386,77822,NA,NA,NA,"physics","1","2012",10,"SingCorrAns","-103",77822,479651,0.403,0.435,0.162,0.162,0.838
36338,336771,106542,NA,NA,NA,"physics","1","2012",11,"MultCorrAns","+03",106542,479651,0.702,0.076,0.222,0.222,0.778
36432,380494,62725,NA,NA,NA,"physics","1","2012",12,"MultCorrAns","+03",62725,479651,0.793,0.076,0.131,0.131,0.869
20942,349224,109485,NA,NA,NA,"physics","1","2012",13,"MultCorrAns","+03",109485,479651,0.728,0.044,0.228,0.228,0.772
41592,391823,46236,NA,NA,NA,"physics","1","2012",14,"MultCorrAns","+03",46236,479651,0.817,0.087,0.096,0.096,0.904
33272,264040,182339,NA,NA,NA,"physics","1","2012",15,"MultCorrAns","+03",182339,479651,0.55,0.069,0.38,0.38,0.62
80412,363979,35260,NA,NA,NA,"physics","1","2012",16,"SingDigitInteger","+03",35260,479651,0.759,0.168,0.074,0.074,0.926
75410,355049,49192,NA,NA,NA,"physics","1","2012",17,"SingDigitInteger","+03",49192,479651,0.74,0.157,0.103,0.103,0.897
59042,359958,60651,NA,NA,NA,"physics","1","2012",18,"SingDigitInteger","+03",60651,479651,0.75,0.123,0.126,0.126,0.874
79906,377243,22502,NA,NA,NA,"physics","1","2012",19,"SingDigitInteger","+03",22502,479651,0.786,0.167,0.047,0.047,0.953
85269,339482,54900,NA,NA,NA,"physics","1","2012",20,"SingDigitInteger","+03",54900,479651,0.708,0.178,0.114,0.114,0.886
189857,157746,132048,NA,NA,NA,"physics","2","2012",1,"SingCorrAns","-103",132048,479651,0.329,0.396,0.275,0.275,0.725
141843,263092,74716,NA,NA,NA,"physics","2","2012",2,"SingCorrAns","-103",74716,479651,0.549,0.296,0.156,0.156,0.844
208553,195171,75927,NA,NA,NA,"physics","2","2012",3,"SingCorrAns","-103",75927,479651,0.407,0.435,0.158,0.158,0.842
139125,172988,167538,NA,NA,NA,"physics","2","2012",4,"SingCorrAns","-103",167538,479651,0.361,0.29,0.349,0.349,0.651
246661,179038,53952,NA,NA,NA,"physics","2","2012",5,"SingCorrAns","-103",53952,479651,0.373,0.514,0.112,0.112,0.888
223714,153592,102345,NA,NA,NA,"physics","2","2012",6,"SingCorrAns","-103",102345,479651,0.32,0.466,0.213,0.213,0.787
285647,136950,57054,NA,NA,NA,"physics","2","2012",7,"SingCorrAns","-103",57054,479651,0.286,0.596,0.119,0.119,0.881
151385,187575,140691,NA,NA,NA,"physics","2","2012",8,"SingCorrAns","-103",140691,479651,0.391,0.316,0.293,0.293,0.707
71507,219750,188394,NA,NA,NA,"physics","2","2012",9,"ParaSingleAns","-103",188394,479651,0.458,0.149,0.393,0.393,0.607
88869,152536,238246,NA,NA,NA,"physics","2","2012",10,"ParaSingleAns","-103",238246,479651,0.318,0.185,0.497,0.497,0.503
105722,282372,91557,NA,NA,NA,"physics","2","2012",11,"ParaSingleAns","-103",91557,479651,0.589,0.22,0.191,0.191,0.809
159458,260525,59668,NA,NA,NA,"physics","2","2012",12,"ParaSingleAns","-103",59668,479651,0.543,0.332,0.124,0.124,0.876
200592,231977,47082,NA,NA,NA,"physics","2","2012",13,"ParaSingleAns","-103",47082,479651,0.484,0.418,0.098,0.098,0.902
194339,174467,110845,NA,NA,NA,"physics","2","2012",14,"ParaSingleAns","-103",110845,479651,0.364,0.405,0.231,0.231,0.769
45602,372302,61747,NA,NA,NA,"physics","2","2012",15,"MultCorrAns","+03",61747,479651,0.776,0.095,0.129,0.129,0.871
16449,396683,66519,NA,NA,NA,"physics","2","2012",16,"MultCorrAns","+03",66519,479651,0.827,0.034,0.139,0.139,0.861
13210,418504,47937,NA,NA,NA,"physics","2","2012",17,"MultCorrAns","+03",47937,479651,0.873,0.028,0.1,0.1,0.9
24530,427054,28067,NA,NA,NA,"physics","2","2012",18,"MultCorrAns","+03",28067,479651,0.89,0.051,0.059,0.059,0.941
28601,335569,115481,NA,NA,NA,"physics","2","2012",19,"MultCorrAns","+03",115481,479651,0.7,0.06,0.241,0.241,0.759
59458,366471,53722,NA,NA,NA,"physics","2","2012",20,"MultCorrAns","+03",53722,479651,0.764,0.124,0.112,0.112,0.888
69460,248824,161367,NA,NA,NA,"chemistry","1","2012",1,"SingCorrAns","-103",161367,479651,0.519,0.145,0.336,0.336,0.664
261659,97144,120848,NA,NA,NA,"chemistry","1","2012",2,"SingCorrAns","-103",120848,479651,0.203,0.546,0.252,0.252,0.748
165007,201808,112836,NA,NA,NA,"chemistry","1","2012",3,"SingCorrAns","-103",112836,479651,0.421,0.344,0.235,0.235,0.765
94966,188237,196448,NA,NA,NA,"chemistry","1","2012",4,"SingCorrAns","-103",196448,479651,0.392,0.198,0.41,0.41,0.59
169269,207070,103312,NA,NA,NA,"chemistry","1","2012",5,"SingCorrAns","-103",103312,479651,0.432,0.353,0.215,0.215,0.785
102810,287968,88873,NA,NA,NA,"chemistry","1","2012",6,"SingCorrAns","-103",88873,479651,0.6,0.214,0.185,0.185,0.815
121978,206883,150790,NA,NA,NA,"chemistry","1","2012",7,"SingCorrAns","-103",150790,479651,0.431,0.254,0.314,0.314,0.686
167506,237221,74924,NA,NA,NA,"chemistry","1","2012",8,"SingCorrAns","-103",74924,479651,0.495,0.349,0.156,0.156,0.844
64956,182975,231720,NA,NA,NA,"chemistry","1","2012",9,"SingCorrAns","-103",231720,479651,0.381,0.135,0.483,0.483,0.517
38394,295687,145570,NA,NA,NA,"chemistry","1","2012",10,"SingCorrAns","-103",145570,479651,0.616,0.08,0.303,0.303,0.697
53927,378928,46796,NA,NA,NA,"chemistry","1","2012",11,"MultCorrAns","+03",46796,479651,0.79,0.112,0.098,0.098,0.902
41937,390944,46770,NA,NA,NA,"chemistry","1","2012",12,"MultCorrAns","+03",46770,479651,0.815,0.087,0.098,0.098,0.902
24410,412660,42581,NA,NA,NA,"chemistry","1","2012",13,"MultCorrAns","+03",42581,479651,0.86,0.051,0.089,0.089,0.911
