unattempted,wrong,correct,partCorrect1m,partCorrect2m,partCorrect3m,subject,paper,year,qaNum,qaType,markScheme,right,tot,wOtot,uOtot,cOtot,rOtot,not.rOtot,tmpQOSjads-ocr-tillY2014P2,jeeadvqaNum,jeeadvqaType,jeeadvmarkScheme,YP,2020Feb17tmpQOSjads-ocr-tillY2014P2,2020Feb19tmpQOSjads-ocr-tillY2014P2,values2020Feb19tmpQOSjads-ocr-tillY2014P2
8018,62839,45114,NA,NA,NA,maths,1,2013,7,SingCorrAns,2,45114,115971,0.542,0.069,0.389,0.389,0.611,169,47,SingCorrAns,mark+002,Y2013P1,172,169,169
5659,31024,79288,NA,NA,NA,maths,1,2013,8,SingCorrAns,2,79288,115971,0.268,0.049,0.684,0.684,0.316,162,48,SingCorrAns,mark+002,Y2013P1,165,162,162
9667,68604,37700,NA,NA,NA,maths,1,2013,9,SingCorrAns,2,37700,115971,0.592,0.083,0.325,0.325,0.675,161,49,SingCorrAns,mark+002,Y2013P1,164,161,161
5489,67683,42799,NA,NA,NA,maths,1,2013,10,SingCorrAns,2,42799,115971,0.584,0.047,0.369,0.369,0.631,168,50,SingCorrAns,mark+002,Y2013P1,171,168,168
83042,27913,5016,NA,NA,NA,maths,1,2013,11,MultCorrAns,-104,5016,115971,0.241,0.716,0.043,0.043,0.957,173,51,MultCorrAns,mark-104,Y2013P1,176,173,173
43789,58132,14050,NA,NA,NA,maths,1,2013,12,MultCorrAns,-104,14050,115971,0.501,0.378,0.121,0.121,0.879,174,52,MultCorrAns,mark-104,Y2013P1,177,174,174
62261,43697,10013,NA,NA,NA,maths,1,2013,13,MultCorrAns,-104,10013,115971,0.377,0.537,0.086,0.086,0.914,172,53,MultCorrAns,mark-104,Y2013P1,175,172,172
50244,48588,17139,NA,NA,NA,maths,1,2013,14,MultCorrAns,-104,17139,115971,0.419,0.433,0.148,0.148,0.852,175,54,MultCorrAns,mark-104,Y2013P1,178,175,175
76793,27860,11318,NA,NA,NA,maths,1,2013,15,MultCorrAns,-104,11318,115971,0.24,0.662,0.098,0.098,0.902,171,55,MultCorrAns,mark-104,Y2013P1,174,171,171
49756,35750,30465,NA,NA,NA,maths,1,2013,16,SingDigitInteger,-104,30465,115971,0.308,0.429,0.263,0.263,0.737,178,56,SingDigitInteger,mark-104,Y2013P1,181,178,178
66563,22722,26686,NA,NA,NA,maths,1,2013,17,SingDigitInteger,-104,26686,115971,0.196,0.574,0.23,0.23,0.77,179,57,SingDigitInteger,mark-104,Y2013P1,182,179,179
84440,28610,2921,NA,NA,NA,maths,1,2013,18,SingDigitInteger,-104,2921,115971,0.247,0.728,0.025,0.025,0.975,177,58,SingDigitInteger,mark-104,Y2013P1,180,177,177
85858,25913,4200,NA,NA,NA,maths,1,2013,19,SingDigitInteger,-104,4200,115971,0.223,0.74,0.036,0.036,0.964,180,59,SingDigitInteger,mark-104,Y2013P1,183,180,180
62787,45552,7632,NA,NA,NA,maths,1,2013,20,SingDigitInteger,-104,7632,115971,0.393,0.541,0.066,0.066,0.934,176,60,SingDigitInteger,mark-104,Y2013P1,179,176,176
55720,54863,5388,NA,NA,NA,physics,2,2013,1,MultCorrAns,-103,5388,115971,0.473,0.48,0.046,0.046,0.954,185,1,MultCorrAns,mark-103,Y2013P2,188,185,185
39784,63651,12536,NA,NA,NA,physics,2,2013,2,MultCorrAns,-103,12536,115971,0.549,0.343,0.108,0.108,0.892,186,2,MultCorrAns,mark-103,Y2013P2,189,186,186
40322,50004,25645,NA,NA,NA,physics,2,2013,3,MultCorrAns,-103,25645,115971,0.431,0.348,0.221,0.221,0.779,187,3,MultCorrAns,mark-103,Y2013P2,190,187,187
51537,34201,30233,NA,NA,NA,physics,2,2013,4,MultCorrAns,-103,30233,115971,0.295,0.444,0.261,0.261,0.739,188,4,MultCorrAns,mark-103,Y2013P2,191,188,188
34698,37772,43501,NA,NA,NA,physics,2,2013,5,MultCorrAns,-103,43501,115971,0.326,0.299,0.375,0.375,0.625,181,5,MultCorrAns,mark-103,Y2013P2,184,181,181
68478,36114,11379,NA,NA,NA,physics,2,2013,6,MultCorrAns,-103,11379,115971,0.311,0.59,0.098,0.098,0.902,182,6,MultCorrAns,mark-103,Y2013P2,185,182,182
44626,62529,8816,NA,NA,NA,physics,2,2013,7,MultCorrAns,-103,8816,115971,0.539,0.385,0.076,0.076,0.924,183,7,MultCorrAns,mark-103,Y2013P2,186,183,183
21994,72445,21532,NA,NA,NA,physics,2,2013,8,MultCorrAns,-103,21532,115971,0.625,0.19,0.186,0.186,0.814,184,8,MultCorrAns,mark-103,Y2013P2,187,184,184
57633,22213,36125,NA,NA,NA,physics,2,2013,9,ParaSingleAns,-103,36125,115971,0.192,0.497,0.312,0.312,0.688,193,9,ParaSingleAns,mark-103,Y2013P2,196,193,193
71470,28261,16240,NA,NA,NA,physics,2,2013,10,ParaSingleAns,-103,16240,115971,0.244,0.616,0.14,0.14,0.86,194,10,ParaSingleAns,mark-103,Y2013P2,197,194,194
25792,41859,48320,NA,NA,NA,physics,2,2013,11,ParaSingleAns,-103,48320,115971,0.361,0.222,0.417,0.417,0.583,195,11,ParaSingleAns,mark-103,Y2013P2,198,195,195
55462,48728,11781,NA,NA,NA,physics,2,2013,12,ParaSingleAns,-103,11781,115971,0.42,0.478,0.102,0.102,0.898,196,12,ParaSingleAns,mark-103,Y2013P2,199,196,196
26816,46200,42955,NA,NA,NA,physics,2,2013,13,ParaSingleAns,-103,42955,115971,0.398,0.231,0.37,0.37,0.63,189,13,ParaSingleAns,mark-103,Y2013P2,192,189,189
35536,42240,38195,NA,NA,NA,physics,2,2013,14,ParaSingleAns,-103,38195,115971,0.364,0.306,0.329,0.329,0.671,190,14,ParaSingleAns,mark-103,Y2013P2,193,190,190
49129,33619,33223,NA,NA,NA,physics,2,2013,15,ParaSingleAns,-103,33223,115971,0.29,0.424,0.286,0.286,0.714,191,15,ParaSingleAns,mark-103,Y2013P2,194,191,191
41470,23575,50926,NA,NA,NA,physics,2,2013,16,ParaSingleAns,-103,50926,115971,0.203,0.358,0.439,0.439,0.561,192,16,ParaSingleAns,mark-103,Y2013P2,195,192,192
7268,35519,73184,NA,NA,NA,physics,2,2013,17,TwoListMatchSingleAns,-103,73184,115971,0.306,0.063,0.631,0.631,0.369,198,17,TwoListMatchSingleAns,mark-103,Y2013P2,201,198,198
13142,33643,69186,NA,NA,NA,physics,2,2013,18,TwoListMatchSingleAns,-103,69186,115971,0.29,0.113,0.597,0.597,0.403,197,18,TwoListMatchSingleAns,mark-103,Y2013P2,200,197,197
2807,13803,99361,NA,NA,NA,physics,2,2013,19,TwoListMatchSingleAns,-103,99361,115971,0.119,0.024,0.857,0.857,0.143,200,19,TwoListMatchSingleAns,mark-103,Y2013P2,203,200,200
23447,25879,66645,NA,NA,NA,physics,2,2013,20,TwoListMatchSingleAns,-103,66645,115971,0.223,0.202,0.575,0.575,0.425,199,20,TwoListMatchSingleAns,mark-103,Y2013P2,202,199,199
14876,76664,24431,NA,NA,NA,chemistry,2,2013,1,SingCorrAns,2,24431,115971,0.661,0.128,0.211,0.211,0.789,205,21,SingCorrAns,mark-103,Y2013P2,208,205,205
21383,46285,48303,NA,NA,NA,chemistry,2,2013,2,SingCorrAns,2,48303,115971,0.399,0.184,0.417,0.417,0.583,206,22,SingCorrAns,mark-103,Y2013P2,209,206,206
42741,49832,23398,NA,NA,NA,chemistry,2,2013,3,SingCorrAns,2,23398,115971,0.43,0.369,0.202,0.202,0.798,207,23,SingCorrAns,mark-103,Y2013P2,210,207,207
32939,75001,8031,NA,NA,NA,chemistry,2,2013,4,SingCorrAns,2,8031,115971,0.647,0.284,0.069,0.069,0.931,208,24,SingCorrAns,mark-103,Y2013P2,211,208,208
55703,32221,28047,NA,NA,NA,chemistry,2,2013,5,SingCorrAns,2,28047,115971,0.278,0.48,0.242,0.242,0.758,201,25,SingCorrAns,mark-103,Y2013P2,204,201,201
32676,51149,32146,NA,NA,NA,chemistry,2,2013,6,SingCorrAns,2,32146,115971,0.441,0.282,0.277,0.277,0.723,202,26,SingCorrAns,mark-103,Y2013P2,205,202,202
39705,48641,27625,NA,NA,NA,chemistry,2,2013,7,SingCorrAns,2,27625,115971,0.419,0.342,0.238,0.238,0.762,203,27,SingCorrAns,mark-103,Y2013P2,206,203,203
65276,33326,17369,NA,NA,NA,chemistry,2,2013,8,SingCorrAns,2,17369,115971,0.287,0.563,0.15,0.15,0.85,204,28,SingCorrAns,mark-103,Y2013P2,207,204,204
7892,29024,79055,NA,NA,NA,chemistry,2,2013,9,SingCorrAns,2,79055,115971,0.25,0.068,0.682,0.682,0.318,213,29,ParaSingleAns,mark-103,Y2013P2,216,213,213
5492,10465,100014,NA,NA,NA,chemistry,2,2013,10,SingCorrAns,2,100014,115971,0.09,0.047,0.862,0.862,0.138,214,30,ParaSingleAns,mark-103,Y2013P2,217,214,214
37608,34585,43778,NA,NA,NA,chemistry,2,2013,11,MultCorrAns,-104,43778,115971,0.298,0.324,0.377,0.377,0.623,215,31,ParaSingleAns,mark-103,Y2013P2,218,215,215
31857,55250,28864,NA,NA,NA,chemistry,2,2013,12,MultCorrAns,-104,28864,115971,0.476,0.275,0.249,0.249,0.751,216,32,ParaSingleAns,mark-103,Y2013P2,219,216,216
42002,35293,38676,NA,NA,NA,chemistry,2,2013,13,MultCorrAns,-104,38676,115971,0.304,0.362,0.333,0.333,0.667,209,33,ParaSingleAns,mark-103,Y2013P2,212,209,209
48000,51580,16391,NA,NA,NA,chemistry,2,2013,14,MultCorrAns,-104,16391,115971,0.445,0.414,0.141,0.141,0.859,210,34,ParaSingleAns,mark-103,Y2013P2,213,210,210
44249,41129,30593,NA,NA,NA,chemistry,2,2013,15,MultCorrAns,-104,30593,115971,0.355,0.382,0.264,0.264,0.736,211,35,ParaSingleAns,mark-103,Y2013P2,214,211,211
44312,57853,13806,NA,NA,NA,chemistry,2,2013,16,SingDigitInteger,-104,13806,115971,0.499,0.382,0.119,0.119,0.881,212,36,ParaSingleAns,mark-103,Y2013P2,215,212,212
10573,47741,57657,NA,NA,NA,chemistry,2,2013,17,SingDigitInteger,-104,57657,115971,0.412,0.091,0.497,0.497,0.503,218,37,TwoListMatchSingleAns,mark-103,Y2013P2,221,218,218
19472,71156,25343,NA,NA,NA,chemistry,2,2013,18,SingDigitInteger,-104,25343,115971,0.614,0.168,0.219,0.219,0.781,217,38,TwoListMatchSingleAns,mark-103,Y2013P2,220,217,217
18356,32339,65276,NA,NA,NA,chemistry,2,2013,19,SingDigitInteger,-104,65276,115971,0.279,0.158,0.563,0.563,0.437,220,39,TwoListMatchSingleAns,mark-103,Y2013P2,223,220,220
36911,54357,24703,NA,NA,NA,chemistry,2,2013,20,SingDigitInteger,-104,24703,115971,0.469,0.318,0.213,0.213,0.787,219,40,TwoListMatchSingleAns,mark-103,Y2013P2,222,219,219
77554,33046,5371,NA,NA,NA,maths,2,2013,1,MultCorrAns,-103,5371,115971,0.285,0.669,0.046,0.046,0.954,225,41,MultCorrAns,mark-103,Y2013P2,228,225,225
20291,44339,51341,NA,NA,NA,maths,2,2013,2,MultCorrAns,-103,51341,115971,0.382,0.175,0.443,0.443,0.557,226,42,MultCorrAns,mark-103,Y2013P2,229,226,226
72184,32404,11383,NA,NA,NA,maths,2,2013,3,MultCorrAns,-103,11383,115971,0.279,0.622,0.098,0.098,0.902,227,43,MultCorrAns,mark-103,Y2013P2,230,227,227
45500,60648,9823,NA,NA,NA,maths,2,2013,4,MultCorrAns,-103,9823,115971,0.523,0.392,0.085,0.085,0.915,228,44,MultCorrAns,mark-103,Y2013P2,231,228,228
92748,20382,2841,NA,NA,NA,maths,2,2013,5,MultCorrAns,-103,2841,115971,0.176,0.8,0.024,0.024,0.976,221,45,MultCorrAns,mark-103,Y2013P2,224,221,221
26684,26663,62624,NA,NA,NA,maths,2,2013,6,MultCorrAns,-103,62624,115971,0.23,0.23,0.54,0.54,0.46,222,46,MultCorrAns,mark-103,Y2013P2,225,222,222
44089,35542,36340,NA,NA,NA,maths,2,2013,7,MultCorrAns,-103,36340,115971,0.306,0.38,0.313,0.313,0.687,223,47,MultCorrAns,mark-103,Y2013P2,226,223,223
78855,27637,9479,NA,NA,NA,maths,2,2013,8,MultCorrAns,-103,9479,115971,0.238,0.68,0.082,0.082,0.918,224,48,MultCorrAns,mark-103,Y2013P2,227,224,224
65215,33198,17558,NA,NA,NA,maths,2,2013,9,ParaSingleAns,-103,17558,115971,0.286,0.562,0.151,0.151,0.849,233,49,ParaSingleAns,mark-103,Y2013P2,236,233,233
73539,26399,16033,NA,NA,NA,maths,2,2013,10,ParaSingleAns,-103,16033,115971,0.228,0.634,0.138,0.138,0.862,234,50,ParaSingleAns,mark-103,Y2013P2,237,234,234
30756,26234,58981,NA,NA,NA,maths,2,2013,11,ParaSingleAns,-103,58981,115971,0.226,0.265,0.509,0.509,0.491,235,51,ParaSingleAns,mark-103,Y2013P2,238,235,235
46029,32876,37066,NA,NA,NA,maths,2,2013,12,ParaSingleAns,-103,37066,115971,0.283,0.397,0.32,0.32,0.68,236,52,ParaSingleAns,mark-103,Y2013P2,239,236,236
69724,37925,8322,NA,NA,NA,maths,2,2013,13,ParaSingleAns,-103,8322,115971,0.327,0.601,0.072,0.072,0.928,229,53,ParaSingleAns,mark-103,Y2013P2,232,229,229
68226,26197,21548,NA,NA,NA,maths,2,2013,14,ParaSingleAns,-103,21548,115971,0.226,0.588,0.186,0.186,0.814,230,54,ParaSingleAns,mark-103,Y2013P2,233,230,230
46094,36952,32925,NA,NA,NA,maths,2,2013,15,ParaSingleAns,-103,32925,115971,0.319,0.397,0.284,0.284,0.716,231,55,ParaSingleAns,mark-103,Y2013P2,234,231,231
61604,43535,10832,NA,NA,NA,maths,2,2013,16,ParaSingleAns,-103,10832,115971,0.375,0.531,0.093,0.093,0.907,232,56,ParaSingleAns,mark-103,Y2013P2,235,232,232
44931,44089,26951,NA,NA,NA,maths,2,2013,17,TwoListMatchSingleAns,-103,26951,115971,0.38,0.387,0.232,0.232,0.768,238,57,TwoListMatchSingleAns,mark-103,Y2013P2,241,238,238
27769,32360,55842,NA,NA,NA,maths,2,2013,18,TwoListMatchSingleAns,-103,55842,115971,0.279,0.239,0.482,0.482,0.518,237,58,TwoListMatchSingleAns,mark-103,Y2013P2,240,237,237
22744,23724,69503,NA,NA,NA,maths,2,2013,19,TwoListMatchSingleAns,-103,69503,115971,0.205,0.196,0.599,0.599,0.401,240,59,TwoListMatchSingleAns,mark-103,Y2013P2,243,240,240
18899,20874,76198,NA,NA,NA,maths,2,2013,20,TwoListMatchSingleAns,-103,76198,115971,0.18,0.163,0.657,0.657,0.343,239,60,TwoListMatchSingleAns,mark-103,Y2013P2,242,239,239
176389,223035,80227,NA,NA,NA,physics,1,2012,1,SingCorrAns,-103,80227,479651,0.465,0.368,0.167,0.167,0.833,5,1,SingCorrAns,mark-103,Y2012P1,5,5,5
290084,111637,77930,NA,NA,NA,physics,1,2012,2,SingCorrAns,-103,77930,479651,0.233,0.605,0.162,0.162,0.838,4,2,SingCorrAns,mark-103,Y2012P1,4,4,4
137160,193538,148953,NA,NA,NA,physics,1,2012,3,SingCorrAns,-103,148953,479651,0.403,0.286,0.311,0.311,0.689,7,3,SingCorrAns,mark-103,Y2012P1,7,7,7
243553,183531,52567,NA,NA,NA,physics,1,2012,4,SingCorrAns,-103,52567,479651,0.383,0.508,0.11,0.11,0.89,6,4,SingCorrAns,mark-103,Y2012P1,6,6,6
265586,136325,77740,NA,NA,NA,physics,1,2012,5,SingCorrAns,-103,77740,479651,0.284,0.554,0.162,0.162,0.838,3,5,SingCorrAns,mark-103,Y2012P1,3,3,3
70991,187819,220841,NA,NA,NA,physics,1,2012,6,SingCorrAns,-103,220841,479651,0.392,0.148,0.46,0.46,0.54,10,6,SingCorrAns,mark-103,Y2012P1,10,10,10
166651,230283,82717,NA,NA,NA,physics,1,2012,7,SingCorrAns,-103,82717,479651,0.48,0.347,0.172,0.172,0.828,9,7,SingCorrAns,mark-103,Y2012P1,9,9,9
192150,184143,103358,NA,NA,NA,physics,1,2012,8,SingCorrAns,-103,103358,479651,0.384,0.401,0.215,0.215,0.785,2,8,SingCorrAns,mark-103,Y2012P1,2,2,2
287624,123522,68505,NA,NA,NA,physics,1,2012,9,SingCorrAns,-103,68505,479651,0.258,0.6,0.143,0.143,0.857,1,9,SingCorrAns,mark-103,Y2012P1,1,1,1
208443,193386,77822,NA,NA,NA,physics,1,2012,10,SingCorrAns,-103,77822,479651,0.403,0.435,0.162,0.162,0.838,8,10,SingCorrAns,mark-103,Y2012P1,8,8,8
36338,336771,106542,NA,NA,NA,physics,1,2012,11,MultCorrAns,3,106542,479651,0.702,0.076,0.222,0.222,0.778,13,11,MultCorrAns,mark+003,Y2012P1,13,13,13
36432,380494,62725,NA,NA,NA,physics,1,2012,12,MultCorrAns,3,62725,479651,0.793,0.076,0.131,0.131,0.869,14,12,MultCorrAns,mark+003,Y2012P1,14,14,14
20942,349224,109485,NA,NA,NA,physics,1,2012,13,MultCorrAns,3,109485,479651,0.728,0.044,0.228,0.228,0.772,12,13,MultCorrAns,mark+003,Y2012P1,12,12,12
41592,391823,46236,NA,NA,NA,physics,1,2012,14,MultCorrAns,3,46236,479651,0.817,0.087,0.096,0.096,0.904,15,14,MultCorrAns,mark+003,Y2012P1,15,15,15
33272,264040,182339,NA,NA,NA,physics,1,2012,15,MultCorrAns,3,182339,479651,0.55,0.069,0.38,0.38,0.62,11,15,MultCorrAns,mark+003,Y2012P1,11,11,11
80412,363979,35260,NA,NA,NA,physics,1,2012,16,SingDigitInteger,3,35260,479651,0.759,0.168,0.074,0.074,0.926,18,16,SingDigitInteger,mark+003,Y2012P1,18,18,18
75410,355049,49192,NA,NA,NA,physics,1,2012,17,SingDigitInteger,3,49192,479651,0.74,0.157,0.103,0.103,0.897,19,17,SingDigitInteger,mark+003,Y2012P1,19,19,19
59042,359958,60651,NA,NA,NA,physics,1,2012,18,SingDigitInteger,3,60651,479651,0.75,0.123,0.126,0.126,0.874,17,18,SingDigitInteger,mark+003,Y2012P1,17,17,17
79906,377243,22502,NA,NA,NA,physics,1,2012,19,SingDigitInteger,3,22502,479651,0.786,0.167,0.047,0.047,0.953,20,19,SingDigitInteger,mark+003,Y2012P1,20,20,20
85269,339482,54900,NA,NA,NA,physics,1,2012,20,SingDigitInteger,3,54900,479651,0.708,0.178,0.114,0.114,0.886,16,20,SingDigitInteger,mark+003,Y2012P1,16,16,16
189857,157746,132048,NA,NA,NA,physics,2,2012,1,SingCorrAns,-103,132048,479651,0.329,0.396,0.275,0.275,0.725,61,1,SingCorrAns,mark-103,Y2012P2,61,61,61
141843,263092,74716,NA,NA,NA,physics,2,2012,2,SingCorrAns,-103,74716,479651,0.549,0.296,0.156,0.156,0.844,63,2,SingCorrAns,mark-103,Y2012P2,63,63,63
208553,195171,75927,NA,NA,NA,physics,2,2012,3,SingCorrAns,-103,75927,479651,0.407,0.435,0.158,0.158,0.842,62,3,SingCorrAns,mark-103,Y2012P2,62,62,62
139125,172988,167538,NA,NA,NA,physics,2,2012,4,SingCorrAns,-103,167538,479651,0.361,0.29,0.349,0.349,0.651,66,4,SingCorrAns,mark-103,Y2012P2,66,66,66
246661,179038,53952,NA,NA,NA,physics,2,2012,5,SingCorrAns,-103,53952,479651,0.373,0.514,0.112,0.112,0.888,68,5,SingCorrAns,mark-103,Y2012P2,68,68,68
223714,153592,102345,NA,NA,NA,physics,2,2012,6,SingCorrAns,-103,102345,479651,0.32,0.466,0.213,0.213,0.787,64,6,SingCorrAns,mark-103,Y2012P2,64,64,64
285647,136950,57054,NA,NA,NA,physics,2,2012,7,SingCorrAns,-103,57054,479651,0.286,0.596,0.119,0.119,0.881,65,7,SingCorrAns,mark-103,Y2012P2,65,65,65
151385,187575,140691,NA,NA,NA,physics,2,2012,8,SingCorrAns,-103,140691,479651,0.391,0.316,0.293,0.293,0.707,67,8,SingCorrAns,mark-103,Y2012P2,67,67,67
71507,219750,188394,NA,NA,NA,physics,2,2012,9,ParaSingleAns,-103,188394,479651,0.458,0.149,0.393,0.393,0.607,72,9,ParaSingleAns,mark-103,Y2012P2,74,72,72
88869,152536,238246,NA,NA,NA,physics,2,2012,10,ParaSingleAns,-103,238246,479651,0.318,0.185,0.497,0.497,0.503,71,10,ParaSingleAns,mark-103,Y2012P2,73,71,71
105722,282372,91557,NA,NA,NA,physics,2,2012,11,ParaSingleAns,-103,91557,479651,0.589,0.22,0.191,0.191,0.809,69,11,ParaSingleAns,mark-103,Y2012P2,70,69,69
159458,260525,59668,NA,NA,NA,physics,2,2012,12,ParaSingleAns,-103,59668,479651,0.543,0.332,0.124,0.124,0.876,70,12,ParaSingleAns,mark-103,Y2012P2,71,70,70
200592,231977,47082,NA,NA,NA,physics,2,2012,13,ParaSingleAns,-103,47082,479651,0.484,0.418,0.098,0.098,0.902,74,13,ParaSingleAns,mark-103,Y2012P2,77,74,74
194339,174467,110845,NA,NA,NA,physics,2,2012,14,ParaSingleAns,-103,110845,479651,0.364,0.405,0.231,0.231,0.769,73,14,ParaSingleAns,mark-103,Y2012P2,76,73,73
45602,372302,61747,NA,NA,NA,physics,2,2012,15,MultCorrAns,3,61747,479651,0.776,0.095,0.129,0.129,0.871,77,15,ParaSingleAns,mark+003,Y2012P2,80,77,77
16449,396683,66519,NA,NA,NA,physics,2,2012,16,MultCorrAns,3,66519,479651,0.827,0.034,0.139,0.139,0.861,76,16,ParaSingleAns,mark+003,Y2012P2,79,76,76
13210,418504,47937,NA,NA,NA,physics,2,2012,17,MultCorrAns,3,47937,479651,0.873,0.028,0.1,0.1,0.9,78,17,ParaSingleAns,mark+003,Y2012P2,81,78,78
24530,427054,28067,NA,NA,NA,physics,2,2012,18,MultCorrAns,3,28067,479651,0.89,0.051,0.059,0.059,0.941,75,18,ParaSingleAns,mark+003,Y2012P2,78,75,75
28601,335569,115481,NA,NA,NA,physics,2,2012,19,MultCorrAns,3,115481,479651,0.7,0.06,0.241,0.241,0.759,79,19,ParaSingleAns,mark+003,Y2012P2,82,79,79
59458,366471,53722,NA,NA,NA,physics,2,2012,20,MultCorrAns,3,53722,479651,0.764,0.124,0.112,0.112,0.888,80,20,ParaSingleAns,mark+003,Y2012P2,83,80,80
69460,248824,161367,NA,NA,NA,chemistry,1,2012,1,SingCorrAns,-103,161367,479651,0.519,0.145,0.336,0.336,0.664,25,21,SingCorrAns,mark-103,Y2012P1,25,25,25
261659,97144,120848,NA,NA,NA,chemistry,1,2012,2,SingCorrAns,-103,120848,479651,0.203,0.546,0.252,0.252,0.748,24,22,SingCorrAns,mark-103,Y2012P1,24,24,24
165007,201808,112836,NA,NA,NA,chemistry,1,2012,3,SingCorrAns,-103,112836,479651,0.421,0.344,0.235,0.235,0.765,27,23,SingCorrAns,mark-103,Y2012P1,27,27,27
94966,188237,196448,NA,NA,NA,chemistry,1,2012,4,SingCorrAns,-103,196448,479651,0.392,0.198,0.41,0.41,0.59,26,24,SingCorrAns,mark-103,Y2012P1,26,26,26
169269,207070,103312,NA,NA,NA,chemistry,1,2012,5,SingCorrAns,-103,103312,479651,0.432,0.353,0.215,0.215,0.785,23,25,SingCorrAns,mark-103,Y2012P1,23,23,23
102810,287968,88873,NA,NA,NA,chemistry,1,2012,6,SingCorrAns,-103,88873,479651,0.6,0.214,0.185,0.185,0.815,30,26,SingCorrAns,mark-103,Y2012P1,30,30,30
121978,206883,150790,NA,NA,NA,chemistry,1,2012,7,SingCorrAns,-103,150790,479651,0.431,0.254,0.314,0.314,0.686,29,27,SingCorrAns,mark-103,Y2012P1,29,29,29
167506,237221,74924,NA,NA,NA,chemistry,1,2012,8,SingCorrAns,-103,74924,479651,0.495,0.349,0.156,0.156,0.844,22,28,SingCorrAns,mark-103,Y2012P1,22,22,22
64956,182975,231720,NA,NA,NA,chemistry,1,2012,9,SingCorrAns,-103,231720,479651,0.381,0.135,0.483,0.483,0.517,21,29,SingCorrAns,mark-103,Y2012P1,21,21,21
38394,295687,145570,NA,NA,NA,chemistry,1,2012,10,SingCorrAns,-103,145570,479651,0.616,0.08,0.303,0.303,0.697,28,30,SingCorrAns,mark-103,Y2012P1,28,28,28
53927,378928,46796,NA,NA,NA,chemistry,1,2012,11,MultCorrAns,3,46796,479651,0.79,0.112,0.098,0.098,0.902,33,31,MultCorrAns,mark+003,Y2012P1,33,33,33
41937,390944,46770,NA,NA,NA,chemistry,1,2012,12,MultCorrAns,3,46770,479651,0.815,0.087,0.098,0.098,0.902,34,32,MultCorrAns,mark+003,Y2012P1,34,34,34
24410,412660,42581,NA,NA,NA,chemistry,1,2012,13,MultCorrAns,3,42581,479651,0.86,0.051,0.089,0.089,0.911,32,33,MultCorrAns,mark+003,Y2012P1,32,32,32
23035,357336,99280,NA,NA,NA,chemistry,1,2012,14,MultCorrAns,3,99280,479651,0.745,0.048,0.207,0.207,0.793,35,34,MultCorrAns,mark+003,Y2012P1,35,35,35
31004,353781,94866,NA,NA,NA,chemistry,1,2012,15,MultCorrAns,3,94866,479651,0.738,0.065,0.198,0.198,0.802,31,35,MultCorrAns,mark+003,Y2012P1,31,31,31
63377,335585,80689,NA,NA,NA,chemistry,1,2012,16,SingDigitInteger,3,80689,479651,0.7,0.132,0.168,0.168,0.832,38,36,SingDigitInteger,mark+003,Y2012P1,38,38,38
35871,332962,110818,NA,NA,NA,chemistry,1,2012,17,SingDigitInteger,3,110818,479651,0.694,0.075,0.231,0.231,0.769,39,37,SingDigitInteger,mark+003,Y2012P1,39,39,39
44035,381003,54613,NA,NA,NA,chemistry,1,2012,18,SingDigitInteger,3,54613,479651,0.794,0.092,0.114,0.114,0.886,37,38,SingDigitInteger,mark+003,Y2012P1,37,37,37
80561,324577,74513,NA,NA,NA,chemistry,1,2012,19,SingDigitInteger,3,74513,479651,0.677,0.168,0.155,0.155,0.845,40,39,SingDigitInteger,mark+003,Y2012P1,40,40,40
56005,322310,101336,NA,NA,NA,chemistry,1,2012,20,SingDigitInteger,3,101336,479651,0.672,0.117,0.211,0.211,0.789,36,40,SingDigitInteger,mark+003,Y2012P1,36,36,36
166864,141994,170793,NA,NA,NA,chemistry,2,2012,1,SingCorrAns,-103,170793,479651,0.296,0.348,0.356,0.356,0.644,81,21,SingCorrAns,mark-103,Y2012P2,84,81,81
140062,234408,105181,NA,NA,NA,chemistry,2,2012,2,SingCorrAns,-103,105181,479651,0.489,0.292,0.219,0.219,0.781,83,22,SingCorrAns,mark-103,Y2012P2,86,83,83
50329,274468,154854,NA,NA,NA,chemistry,2,2012,4,SingCorrAns,-103,154854,479651,0.572,0.105,0.323,0.323,0.677,86,24,SingCorrAns,mark-103,Y2012P2,89,86,86
289686,136512,53453,NA,NA,NA,chemistry,2,2012,5,SingCorrAns,-103,53453,479651,0.285,0.604,0.111,0.111,0.889,88,25,SingCorrAns,mark-103,Y2012P2,91,88,88
152920,242692,84039,NA,NA,NA,chemistry,2,2012,6,SingCorrAns,-103,84039,479651,0.506,0.319,0.175,0.175,0.825,84,26,SingCorrAns,mark-103,Y2012P2,87,84,84
190439,198617,90595,NA,NA,NA,chemistry,2,2012,7,SingCorrAns,-103,90595,479651,0.414,0.397,0.189,0.189,0.811,85,27,SingCorrAns,mark-103,Y2012P2,88,85,85
134363,267362,77926,NA,NA,NA,chemistry,2,2012,8,SingCorrAns,-103,77926,479651,0.557,0.28,0.162,0.162,0.838,87,28,SingCorrAns,mark-103,Y2012P2,90,87,87
131991,240246,107414,NA,NA,NA,chemistry,2,2012,9,ParaSingleAns,-103,107414,479651,0.501,0.275,0.224,0.224,0.776,92,29,ParaSingleAns,mark-103,Y2012P2,95,92,92
