unattempted,wrong,correct,partCorrect1m,partCorrect2m,partCorrect3m,subject,paper,year,qaNum,qaType,markScheme,right,tot,wOtot,uOtot,cOtot,rOtot,not.rOtot,tmpQOSjads-ocr-tillY2014P2,jeeadvqaNum,jeeadvqaType,jeeadvmarkScheme,YP,2020Feb17tmpQOSjads-ocr-tillY2014P2,2020Feb19tmpQOSjads-ocr-tillY2014P2,values2020Feb19tmpQOSjads-ocr-tillY2014P2
46951,46320,17476,48793,0,0,chemistry,2,2017,13,MultCorrAns,-201234,29674,159540,0.29,0.294,0.11,0.186,0.814,,,,,Y2017P2,,,
57055,45192,37669,19624,0,0,chemistry,2,2017,14,MultCorrAns,-201234,42575,159540,0.283,0.358,0.236,0.267,0.733,,,,,Y2017P2,,,
1858,64519,93163,NA,NA,NA,chemistry,2,2017,15,Compr,3,93163,159540,0.404,0.012,0.584,0.584,0.416,,,,,Y2017P2,,,
2539,95931,61070,NA,NA,NA,chemistry,2,2017,16,Compr,3,61070,159540,0.601,0.016,0.383,0.383,0.617,,,,,Y2017P2,,,
4754,109504,45282,NA,NA,NA,chemistry,2,2017,17,Compr,3,45282,159540,0.686,0.03,0.284,0.284,0.716,,,,,Y2017P2,,,
2475,141513,15552,NA,NA,NA,chemistry,2,2017,18,Compr,3,15552,159540,0.887,0.016,0.097,0.097,0.903,,,,,Y2017P2,,,
70573,25278,39889,13777,10023,0,maths,1,2017,1,MultCorrAns,-201234,48345,159540,0.158,0.442,0.25,0.303,0.697,,,,,Y2017P1,,,
68857,49834,40849,0,0,0,maths,1,2017,2,MultCorrAns,-201234,40849,159540,0.312,0.432,0.256,0.256,0.744,,,,,Y2017P1,,,
111977,24510,5871,17182,0,0,maths,1,2017,4,MultCorrAns,-201234,10167,159540,0.154,0.702,0.037,0.064,0.936,,,,,Y2017P1,,,
47566,66712,28931,16331,0,0,maths,1,2017,5,MultCorrAns,-201234,33014,159540,0.418,0.298,0.181,0.207,0.793,,,,,Y2017P1,,,
79596,21021,50262,8661,0,0,maths,1,2017,6,MultCorrAns,-201234,52427,159540,0.132,0.499,0.315,0.329,0.671,,,,,Y2017P1,,,
33598,26383,55018,44541,0,0,maths,1,2017,7,MultCorrAns,-201234,66153,159540,0.165,0.211,0.345,0.415,0.585,,,,,Y2017P1,,,
7542,110371,41627,NA,NA,NA,maths,1,2017,8,SingDigitInteger,3,41627,159540,0.692,0.047,0.261,0.261,0.739,,,,,Y2017P1,,,
11291,109842,38407,NA,NA,NA,maths,1,2017,9,SingDigitInteger,3,38407,159540,0.688,0.071,0.241,0.241,0.759,,,,,Y2017P1,,,
6462,101041,52037,NA,NA,NA,maths,1,2017,10,SingDigitInteger,3,52037,159540,0.633,0.041,0.326,0.326,0.674,,,,,Y2017P1,,,
8921,102970,47649,NA,NA,NA,maths,1,2017,11,SingDigitInteger,3,47649,159540,0.645,0.056,0.299,0.299,0.701,,,,,Y2017P1,,,
4923,52120,102497,NA,NA,NA,maths,1,2017,12,SingDigitInteger,3,102497,159540,0.327,0.031,0.642,0.642,0.358,,,,,Y2017P1,,,
39966,35516,84058,NA,NA,NA,maths,1,2017,13,SingCorrAns,-103,84058,159540,0.223,0.251,0.527,0.527,0.473,,,,,Y2017P1,,,
40277,29819,89444,NA,NA,NA,maths,1,2017,14,SingCorrAns,-103,89444,159540,0.187,0.252,0.561,0.561,0.439,,,,,Y2017P1,,,
49707,37776,72057,NA,NA,NA,maths,1,2017,15,SingCorrAns,-103,72057,159540,0.237,0.312,0.452,0.452,0.548,,,,,Y2017P1,,,
83067,46954,29519,NA,NA,NA,maths,1,2017,16,SingCorrAns,-103,29519,159540,0.294,0.521,0.185,0.185,0.815,,,,,Y2017P1,,,
84747,38763,36030,NA,NA,NA,maths,1,2017,17,SingCorrAns,-103,36030,159540,0.243,0.531,0.226,0.226,0.774,,,,,Y2017P1,,,
84254,39520,35766,NA,NA,NA,maths,1,2017,18,SingCorrAns,-103,35766,159540,0.248,0.528,0.224,0.224,0.776,,,,,Y2017P1,,,
20988,32175,106377,NA,NA,NA,maths,2,2017,1,SingCorrAns,-103,106377,159540,0.202,0.132,0.667,0.667,0.333,,,,,Y2017P2,,,
71598,57631,30311,NA,NA,NA,maths,2,2017,2,SingCorrAns,-103,30311,159540,0.361,0.449,0.19,0.19,0.81,,,,,Y2017P2,,,
69782,35176,54582,NA,NA,NA,maths,2,2017,3,SingCorrAns,-103,54582,159540,0.22,0.437,0.342,0.342,0.658,,,,,Y2017P2,,,
66983,56369,36188,NA,NA,NA,maths,2,2017,4,SingCorrAns,-103,36188,159540,0.353,0.42,0.227,0.227,0.773,,,,,Y2017P2,,,
97232,42376,19932,NA,NA,NA,maths,2,2017,5,SingCorrAns,-103,19932,159540,0.266,0.609,0.125,0.125,0.875,,,,,Y2017P2,,,
66742,38328,54470,NA,NA,NA,maths,2,2017,6,SingCorrAns,-103,54470,159540,0.24,0.418,0.341,0.341,0.659,,,,,Y2017P2,,,
54672,61282,43586,NA,NA,NA,maths,2,2017,7,SingCorrAns,-103,43586,159540,0.384,0.343,0.273,0.273,0.727,,,,,Y2017P2,,,
70991,22000,42091,24458,0,0,maths,2,2017,10,MultCorrAns,-201234,48205,159540,0.138,0.445,0.264,0.302,0.698,,,,,Y2017P2,,,
70940,51232,20811,16557,0,0,maths,2,2017,11,MultCorrAns,-201234,24950,159540,0.321,0.445,0.13,0.156,0.844,,,,,Y2017P2,,,
43658,56299,27778,31805,0,0,maths,2,2017,12,MultCorrAns,-201234,35729,159540,0.353,0.274,0.174,0.224,0.776,,,,,Y2017P2,,,
78050,37948,23267,20275,0,0,maths,2,2017,13,MultCorrAns,-201234,28336,159540,0.238,0.489,0.146,0.178,0.822,,,,,Y2017P2,,,
100122,32497,12634,14287,0,0,maths,2,2017,14,MultCorrAns,-201234,16206,159540,0.204,0.628,0.079,0.102,0.898,,,,,Y2017P2,,,
3402,70083,86055,NA,NA,NA,maths,2,2017,15,Compr,3,86055,159540,0.439,0.021,0.539,0.539,0.461,,,,,Y2017P2,,,
4374,75639,79527,NA,NA,NA,maths,2,2017,16,Compr,3,79527,159540,0.474,0.027,0.498,0.498,0.502,,,,,Y2017P2,,,
6805,107115,45620,NA,NA,NA,maths,2,2017,17,Compr,3,45620,159540,0.671,0.043,0.286,0.286,0.714,,,,,Y2017P2,,,
5920,100975,52645,NA,NA,NA,maths,2,2017,18,Compr,3,52645,159540,0.633,0.037,0.33,0.33,0.67,,,,,Y2017P2,,,
26483,41919,79276,NA,NA,NA,physics,1,2016,1,SingCorrAns,-103,79276,147678,0.284,0.179,0.537,0.537,0.463,,,,,Y2016P1,,,
74281,34818,38579,NA,NA,NA,physics,1,2016,2,SingCorrAns,-103,38579,147678,0.236,0.503,0.261,0.261,0.739,,,,,Y2016P1,,,
99416,31720,16542,NA,NA,NA,physics,1,2016,3,SingCorrAns,-103,16542,147678,0.215,0.673,0.112,0.112,0.888,,,,,Y2016P1,,,
31771,69096,46811,NA,NA,NA,physics,1,2016,4,SingCorrAns,-103,46811,147678,0.468,0.215,0.317,0.317,0.683,,,,,Y2016P1,,,
64828,58028,24822,NA,NA,NA,physics,1,2016,5,SingCorrAns,-103,24822,147678,0.393,0.439,0.168,0.168,0.832,,,,,Y2016P1,,,
72163,26329,4631,30191,14364,0,physics,1,2016,6,MultCorrAns,-201234,19361,147678,0.178,0.489,0.031,0.131,0.869,,,,,Y2016P1,,,
83663,18853,10477,16581,18104,0,physics,1,2016,7,MultCorrAns,-201234,23674,147678,0.128,0.567,0.071,0.16,0.84,,,,,Y2016P1,,,
81543,44890,4663,16582,0,0,physics,1,2016,8,MultCorrAns,-201234,8809,147678,0.304,0.552,0.032,0.06,0.94,,,,,Y2016P1,,,
79140,38957,12455,17126,0,0,physics,1,2016,9,MultCorrAns,-201234,16737,147678,0.264,0.536,0.084,0.113,0.887,,,,,Y2016P1,,,
72549,30856,26365,17908,0,0,physics,1,2016,10,MultCorrAns,-201234,30842,147678,0.209,0.491,0.179,0.209,0.791,,,,,Y2016P1,,,
83413,48227,3178,12860,0,0,physics,1,2016,11,MultCorrAns,-201234,6393,147678,0.327,0.565,0.022,0.043,0.957,,,,,Y2016P1,,,
24721,12431,42133,34963,33430,0,physics,1,2016,12,MultCorrAns,-201234,67589,147678,0.084,0.167,0.285,0.458,0.542,,,,,Y2016P1,,,
48414,20468,18408,25092,35296,0,physics,1,2016,13,MultCorrAns,-201234,42329,147678,0.139,0.328,0.125,0.287,0.713,,,,,Y2016P1,,,
8604,121125,17949,NA,NA,NA,physics,1,2016,14,SingDigitInteger,3,17949,147678,0.82,0.058,0.122,0.122,0.878,,,,,Y2016P1,,,
10215,108884,28579,NA,NA,NA,physics,1,2016,15,SingDigitInteger,3,28579,147678,0.737,0.069,0.194,0.194,0.806,,,,,Y2016P1,,,
6551,111241,29886,NA,NA,NA,physics,1,2016,16,SingDigitInteger,3,29886,147678,0.753,0.044,0.202,0.202,0.798,,,,,Y2016P1,,,
5914,79650,62114,NA,NA,NA,physics,1,2016,17,SingDigitInteger,3,62114,147678,0.539,0.04,0.421,0.421,0.579,,,,,Y2016P1,,,
7474,105832,34372,NA,NA,NA,physics,1,2016,18,SingDigitInteger,3,34372,147678,0.717,0.051,0.233,0.233,0.767,,,,,Y2016P1,,,
90991,36578,20109,NA,NA,NA,physics,2,2016,1,SingCorrAns,-103,20109,147678,0.248,0.616,0.136,0.136,0.864,,,,,Y2016P2,,,
27104,29949,90625,NA,NA,NA,physics,2,2016,2,SingCorrAns,-103,90625,147678,0.203,0.184,0.614,0.614,0.386,,,,,Y2016P2,,,
79788,41777,26113,NA,NA,NA,physics,2,2016,3,SingCorrAns,-103,26113,147678,0.283,0.54,0.177,0.177,0.823,,,,,Y2016P2,,,
63194,70914,13570,NA,NA,NA,physics,2,2016,4,SingCorrAns,-103,13570,147678,0.48,0.428,0.092,0.092,0.908,,,,,Y2016P2,,,
80125,52036,15517,NA,NA,NA,physics,2,2016,5,SingCorrAns,-103,15517,147678,0.352,0.543,0.105,0.105,0.895,,,,,Y2016P2,,,
41945,64148,41585,NA,NA,NA,physics,2,2016,6,SingCorrAns,-103,41585,147678,0.434,0.284,0.282,0.282,0.718,,,,,Y2016P2,,,
108433,21112,9172,8961,0,0,physics,2,2016,7,MultCorrAns,-201234,11412,147678,0.143,0.734,0.062,0.077,0.923,,,,,Y2016P2,,,
62342,68116,17220,0,0,0,physics,2,2016,8,MultCorrAns,-201234,17220,147678,0.461,0.422,0.117,0.117,0.883,,,,,Y2016P2,,,
74063,19809,5312,33175,15319,0,physics,2,2016,9,MultCorrAns,-201234,21265,147678,0.134,0.502,0.036,0.144,0.856,,,,,Y2016P2,,,
60475,64523,8066,14614,0,0,physics,2,2016,10,MultCorrAns,-201234,11720,147678,0.437,0.41,0.055,0.079,0.921,,,,,Y2016P2,,,
70842,0,2685,37216,28995,7940,physics,2,2016,11,MultCorrAns,-201234,32441,147678,0,0.48,0.018,0.22,0.78,,,,,Y2016P2,,,
70148,22681,6442,27416,20991,0,physics,2,2016,12,MultCorrAns,-201234,23792,147678,0.154,0.475,0.044,0.161,0.839,,,,,Y2016P2,,,
72673,40947,11942,22116,0,0,physics,2,2016,13,MultCorrAns,-201234,17471,147678,0.277,0.492,0.081,0.118,0.882,,,,,Y2016P2,,,
40989,65639,15852,25198,0,0,physics,2,2016,14,MultCorrAns,-201234,22152,147678,0.444,0.278,0.107,0.15,0.85,,,,,Y2016P2,,,
3816,106911,36951,NA,NA,NA,physics,2,2016,15,Compr,3,36951,147678,0.724,0.026,0.25,0.25,0.75,,,,,Y2016P2,,,
3546,104575,39557,NA,NA,NA,physics,2,2016,16,Compr,3,39557,147678,0.708,0.024,0.268,0.268,0.732,,,,,Y2016P2,,,
4227,107199,36252,NA,NA,NA,physics,2,2016,17,Compr,3,36252,147678,0.726,0.029,0.245,0.245,0.755,,,,,Y2016P2,,,
3765,103293,40620,NA,NA,NA,physics,2,2016,18,Compr,3,40620,147678,0.699,0.025,0.275,0.275,0.725,,,,,Y2016P2,,,
37478,55239,54961,NA,NA,NA,chemistry,1,2016,1,SingCorrAns,-103,54961,147678,0.374,0.254,0.372,0.372,0.628,,,,,Y2016P1,,,
55972,57268,34438,NA,NA,NA,chemistry,1,2016,2,SingCorrAns,-103,34438,147678,0.388,0.379,0.233,0.233,0.767,,,,,Y2016P1,,,
12970,90531,44177,NA,NA,NA,chemistry,1,2016,3,SingCorrAns,-103,44177,147678,0.613,0.088,0.299,0.299,0.701,,,,,Y2016P1,,,
28508,71255,47915,NA,NA,NA,chemistry,1,2016,4,SingCorrAns,-103,47915,147678,0.483,0.193,0.324,0.324,0.676,,,,,Y2016P1,,,
51601,71695,24382,NA,NA,NA,chemistry,1,2016,5,SingCorrAns,-103,24382,147678,0.485,0.349,0.165,0.165,0.835,,,,,Y2016P1,,,
27671,22159,17242,34521,46085,0,chemistry,1,2016,6,MultCorrAns,-201234,48915,147678,0.15,0.187,0.117,0.331,0.669,,,,,Y2016P1,,,
59150,43089,25487,19952,0,0,chemistry,1,2016,7,MultCorrAns,-201234,30475,147678,0.292,0.401,0.173,0.206,0.794,,,,,Y2016P1,,,
64696,31126,13402,21351,17103,0,chemistry,1,2016,8,MultCorrAns,-201234,27291,147678,0.211,0.438,0.091,0.185,0.815,,,,,Y2016P1,,,
7862,23383,100394,16039,0,0,chemistry,1,2016,9,MultCorrAns,-201234,104404,147678,0.158,0.053,0.68,0.707,0.293,,,,,Y2016P1,,,
69712,51425,15925,10616,0,0,chemistry,1,2016,10,MultCorrAns,-201234,18579,147678,0.348,0.472,0.108,0.126,0.874,,,,,Y2016P1,,,
27497,16592,8683,37749,57157,0,chemistry,1,2016,11,MultCorrAns,-201234,46699,147678,0.112,0.186,0.059,0.316,0.684,,,,,Y2016P1,,,
53411,67506,26761,0,0,0,chemistry,1,2016,12,MultCorrAns,-201234,26761,147678,0.457,0.362,0.181,0.181,0.819,,,,,Y2016P1,,,
74826,42672,12389,17791,0,0,chemistry,1,2016,13,MultCorrAns,-201234,16837,147678,0.289,0.507,0.084,0.114,0.886,,,,,Y2016P1,,,
7551,97803,42324,NA,NA,NA,chemistry,1,2016,14,SingDigitInteger,3,42324,147678,0.662,0.051,0.287,0.287,0.713,,,,,Y2016P1,,,
7195,104364,36119,NA,NA,NA,chemistry,1,2016,15,SingDigitInteger,3,36119,147678,0.707,0.049,0.245,0.245,0.755,,,,,Y2016P1,,,
7934,116582,23162,NA,NA,NA,chemistry,1,2016,16,SingDigitInteger,3,23162,147678,0.789,0.054,0.157,0.157,0.843,,,,,Y2016P1,,,
3584,132725,11369,NA,NA,NA,chemistry,1,2016,17,SingDigitInteger,3,11369,147678,0.899,0.024,0.077,0.077,0.923,,,,,Y2016P1,,,
3955,134006,9717,NA,NA,NA,chemistry,1,2016,18,SingDigitInteger,3,9717,147678,0.907,0.027,0.066,0.066,0.934,,,,,Y2016P1,,,
23065,59166,65447,NA,NA,NA,chemistry,2,2016,1,SingCorrAns,-103,65447,147678,0.401,0.156,0.443,0.443,0.557,,,,,Y2016P2,,,
51588,65620,30470,NA,NA,NA,chemistry,2,2016,2,SingCorrAns,-103,30470,147678,0.444,0.349,0.206,0.206,0.794,,,,,Y2016P2,,,
31725,41162,74791,NA,NA,NA,chemistry,2,2016,3,SingCorrAns,-103,74791,147678,0.279,0.215,0.506,0.506,0.494,,,,,Y2016P2,,,
21902,84374,41402,NA,NA,NA,chemistry,2,2016,4,SingCorrAns,-103,41402,147678,0.571,0.148,0.28,0.28,0.72,,,,,Y2016P2,,,
12563,83045,52070,NA,NA,NA,chemistry,2,2016,5,SingCorrAns,-103,52070,147678,0.562,0.085,0.353,0.353,0.647,,,,,Y2016P2,,,
76745,53678,17255,NA,NA,NA,chemistry,2,2016,6,SingCorrAns,-103,17255,147678,0.363,0.52,0.117,0.117,0.883,,,,,Y2016P2,,,
26152,48822,47222,25482,0,0,chemistry,2,2016,7,MultCorrAns,-201234,53592,147678,0.331,0.177,0.32,0.363,0.637,,,,,Y2016P2,,,
41067,63608,20058,22945,0,0,chemistry,2,2016,8,MultCorrAns,-201234,25794,147678,0.431,0.278,0.136,0.175,0.825,,,,,Y2016P2,,,
12989,47878,29100,18737,38974,0,chemistry,2,2016,9,MultCorrAns,-201234,53271,147678,0.324,0.088,0.197,0.361,0.639,,,,,Y2016P2,,,
19630,41869,29132,22005,35042,0,chemistry,2,2016,10,MultCorrAns,-201234,52154,147678,0.284,0.133,0.197,0.353,0.647,,,,,Y2016P2,,,
72429,44126,10907,20216,0,0,chemistry,2,2016,11,MultCorrAns,-201234,15961,147678,0.299,0.49,0.074,0.108,0.892,,,,,Y2016P2,,,
54998,55030,9137,28513,0,0,chemistry,2,2016,12,MultCorrAns,-201234,16265,147678,0.373,0.372,0.062,0.11,0.89,,,,,Y2016P2,,,
45342,60732,7383,34221,0,0,chemistry,2,2016,13,MultCorrAns,-201234,15938,147678,0.411,0.307,0.05,0.108,0.892,,,,,Y2016P2,,,
47093,40158,3238,32591,24598,0,chemistry,2,2016,14,MultCorrAns,-201234,23685,147678,0.272,0.319,0.022,0.16,0.84,,,,,Y2016P2,,,
2889,102137,42652,NA,NA,NA,chemistry,2,2016,15,Compr,3,42652,147678,0.692,0.02,0.289,0.289,0.711,,,,,Y2016P2,,,
2861,107229,37588,NA,NA,NA,chemistry,2,2016,16,Compr,3,37588,147678,0.726,0.019,0.255,0.255,0.745,,,,,Y2016P2,,,
3258,97694,46726,NA,NA,NA,chemistry,2,2016,17,Compr,3,46726,147678,0.662,0.022,0.316,0.316,0.684,,,,,Y2016P2,,,
2759,103387,41532,NA,NA,NA,chemistry,2,2016,18,Compr,3,41532,147678,0.7,0.019,0.281,0.281,0.719,,,,,Y2016P2,,,
48570,71989,27119,NA,NA,NA,maths,1,2016,1,SingCorrAns,-103,27119,147678,0.487,0.329,0.184,0.184,0.816,,,,,Y2016P1,,,
28964,70861,47853,NA,NA,NA,maths,1,2016,2,SingCorrAns,-103,47853,147678,0.48,0.196,0.324,0.324,0.676,,,,,Y2016P1,,,
79703,39124,28851,NA,NA,NA,maths,1,2016,3,SingCorrAns,-103,28851,147678,0.265,0.54,0.195,0.195,0.805,,,,,Y2016P1,,,
83356,31645,32677,NA,NA,NA,maths,1,2016,4,SingCorrAns,-103,32677,147678,0.214,0.564,0.221,0.221,0.779,,,,,Y2016P1,,,
43904,78313,25461,NA,NA,NA,maths,1,2016,5,SingCorrAns,-103,25461,147678,0.53,0.297,0.172,0.172,0.828,,,,,Y2016P1,,,
91542,16500,5336,14842,19458,0,maths,1,2016,6,MultCorrAns,-201234,18776,147678,0.112,0.62,0.036,0.127,0.873,,,,,Y2016P1,,,
83483,53894,10301,0,0,0,maths,1,2016,7,MultCorrAns,-201234,10301,147678,0.365,0.565,0.07,0.07,0.93,,,,,Y2016P1,,,
97766,36293,2897,10722,0,0,maths,1,2016,8,MultCorrAns,-201234,5577,147678,0.246,0.662,0.02,0.038,0.962,,,,,Y2016P1,,,
104720,17130,4032,14632,7164,0,maths,1,2016,9,MultCorrAns,-201234,11272,147678,0.116,0.709,0.027,0.076,0.924,,,,,Y2016P1,,,
101482,31236,4392,10568,0,0,maths,1,2016,10,MultCorrAns,-201234,7034,147678,0.212,0.687,0.03,0.048,0.952,,,,,Y2016P1,,,
99682,30762,5221,12013,0,0,maths,1,2016,11,MultCorrAns,-201234,8224,147678,0.208,0.675,0.035,0.056,0.944,,,,,Y2016P1,,,
100033,12346,6451,17925,10923,0,maths,1,2016,12,MultCorrAns,-201234,16394,147678,0.084,0.677,0.044,0.111,0.889,,,,,Y2016P1,,,
97615,24414,16483,9166,0,0,maths,1,2016,13,MultCorrAns,-201234,18775,147678,0.165,0.661,0.112,0.127,0.873,,,,,Y2016P1,,,
4426,98257,44995,0,NA,NA,maths,1,2016,14,SingDigitInteger,3,44995,147678,0.665,0.03,0.305,0.305,0.695,,,,,Y2016P1,,,
9756,120956,16966,0,NA,NA,maths,1,2016,15,SingDigitInteger,3,16966,147678,0.819,0.066,0.115,0.115,0.885,,,,,Y2016P1,,,
7152,118566,21960,0,NA,NA,maths,1,2016,16,SingDigitInteger,3,21960,147678,0.803,0.048,0.149,0.149,0.851,,,,,Y2016P1,,,
6428,111603,29647,0,NA,NA,maths,1,2016,17,SingDigitInteger,3,29647,147678,0.756,0.044,0.201,0.201,0.799,,,,,Y2016P1,,,
8075,119399,20204,0,NA,NA,maths,1,2016,18,SingDigitInteger,3,20204,147678,0.809,0.055,0.137,0.137,0.863,,,,,Y2016P1,,,
62543,48541,36594,NA,NA,NA,maths,2,2016,1,SingCorrAns,-103,36594,147678,0.329,0.424,0.248,0.248,0.752,,,,,Y2016P2,,,
63769,47370,36539,NA,NA,NA,maths,2,2016,2,SingCorrAns,-103,36539,147678,0.321,0.432,0.247,0.247,0.753,,,,,Y2016P2,,,
81828,35950,29900,NA,NA,NA,maths,2,2016,3,SingCorrAns,-103,29900,147678,0.243,0.554,0.202,0.202,0.798,,,,,Y2016P2,,,
42375,44443,60860,NA,NA,NA,maths,2,2016,4,SingCorrAns,-103,60860,147678,0.301,0.287,0.412,0.412,0.588,,,,,Y2016P2,,,
88946,43140,15592,NA,NA,NA,maths,2,2016,5,SingCorrAns,-103,15592,147678,0.292,0.602,0.106,0.106,0.894,,,,,Y2016P2,,,
39615,36236,71827,NA,NA,NA,maths,2,2016,6,SingCorrAns,-103,71827,147678,0.245,0.268,0.486,0.486,0.514,,,,,Y2016P2,,,
117120,19763,1543,9252,0,0,maths,2,2016,7,MultCorrAns,-201234,3856,147678,0.134,0.793,0.01,0.026,0.974,,,,,Y2016P2,,,
67489,45234,17488,17467,0,0,maths,2,2016,8,MultCorrAns,-201234,21855,147678,0.306,0.457,0.118,0.148,0.852,,,,,Y2016P2,,,
73059,32250,18576,23793,0,0,maths,2,2016,9,MultCorrAns,-201234,24524,147678,0.218,0.495,0.126,0.166,0.834,,,,,Y2016P2,,,
67985,50364,9514,19815,0,0,maths,2,2016,10,MultCorrAns,-201234,14468,147678,0.341,0.46,0.064,0.098,0.902,,,,,Y2016P2,,,
83129,16749,8556,11771,27473,0,maths,2,2016,11,MultCorrAns,-201234,25235,147678,0.113,0.563,0.058,0.171,0.829,,,,,Y2016P2,,,
74647,21787,15528,17320,18396,0,maths,2,2016,12,MultCorrAns,-201234,29056,147678,0.148,0.505,0.105,0.197,0.803,,,,,Y2016P2,,,
33120,41688,35447,15226,22197,0,maths,2,2016,13,MultCorrAns,-201234,50352,147678,0.282,0.224,0.24,0.341,0.659,,,,,Y2016P2,,,
89521,34578,5843,17736,0,0,maths,2,2016,14,MultCorrAns,-201234,10277,147678,0.234,0.606,0.04,0.07,0.93,,,,,Y2016P2,,,
3518,88012,56148,NA,NA,NA,maths,2,2016,15,Compr,3,56148,147678,0.596,0.024,0.38,0.38,0.62,,,,,Y2016P2,,,
3560,79725,64393,NA,NA,NA,maths,2,2016,16,Compr,3,64393,147678,0.54,0.024,0.436,0.436,0.564,,,,,Y2016P2,,,
4159,91650,51869,NA,NA,NA,maths,2,2016,17,Compr,3,51869,147678,0.621,0.028,0.351,0.351,0.649,,,,,Y2016P2,,,
3095,79396,65187,NA,NA,NA,maths,2,2016,18,Compr,3,65187,147678,0.538,0.021,0.441,0.441,0.559,,,,,Y2016P2,,,
17421,96224,5935,NA,NA,NA,physics,1,2014,1,MultCorrAns,3,5935,119580,0.805,0.146,0.05,0.05,0.95,250,1,MultCorrAns,mark+003,Y2014P1,253,250,250
6946,80194,32440,NA,NA,NA,physics,1,2014,2,MultCorrAns,3,32440,119580,0.671,0.058,0.271,0.271,0.729,244,2,MultCorrAns,mark+003,Y2014P1,247,244,244
13115,97611,8854,NA,NA,NA,physics,1,2014,3,MultCorrAns,3,8854,119580,0.816,0.11,0.074,0.074,0.926,242,3,MultCorrAns,mark+003,Y2014P1,245,242,242
6491,95050,18039,NA,NA,NA,physics,1,2014,4,MultCorrAns,3,18039,119580,0.795,0.054,0.151,0.151,0.849,248,4,MultCorrAns,mark+003,Y2014P1,251,248,248
9102,100271,10207,NA,NA,NA,physics,1,2014,5,MultCorrAns,3,10207,119580,0.839,0.076,0.085,0.085,0.915,246,5,MultCorrAns,mark+003,Y2014P1,249,246,246
22967,90952,5661,NA,NA,NA,physics,1,2014,6,MultCorrAns,3,5661,119580,0.761,0.192,0.047,0.047,0.953,247,6,MultCorrAns,mark+003,Y2014P1,250,247,247
11094,59941,48545,NA,NA,NA,physics,1,2014,7,MultCorrAns,3,48545,119580,0.501,0.093,0.406,0.406,0.594,241,7,MultCorrAns,mark+003,Y2014P1,244,241,241
13364,90784,15432,NA,NA,NA,physics,1,2014,8,MultCorrAns,3,15432,119580,0.759,0.112,0.129,0.129,0.871,243,8,MultCorrAns,mark+003,Y2014P1,246,243,243
14154,79838,25588,NA,NA,NA,physics,1,2014,9,MultCorrAns,3,25588,119580,0.668,0.118,0.214,0.214,0.786,249,9,MultCorrAns,mark+003,Y2014P1,252,249,249
7180,87433,24967,NA,NA,NA,physics,1,2014,10,MultCorrAns,3,24967,119580,0.731,0.06,0.209,0.209,0.791,245,10,MultCorrAns,mark+003,Y2014P1,248,245,245
14899,70868,33813,NA,NA,NA,physics,1,2014,11,SingDigitInteger,3,33813,119580,0.593,0.125,0.283,0.283,0.717,260,11,SingDigitInteger,mark+003,Y2014P1,263,260,260
19376,80616,19588,NA,NA,NA,physics,1,2014,12,SingDigitInteger,3,19588,119580,0.674,0.162,0.164,0.164,0.836,252,12,SingDigitInteger,mark+003,Y2014P1,255,252,252
10697,75241,33642,NA,NA,NA,physics,1,2014,13,SingDigitInteger,3,33642,119580,0.629,0.089,0.281,0.281,0.719,258,13,SingDigitInteger,mark+003,Y2014P1,261,258,258
9784,60166,49630,NA,NA,NA,physics,1,2014,14,SingDigitInteger,3,49630,119580,0.503,0.082,0.415,0.415,0.585,251,14,SingDigitInteger,mark+003,Y2014P1,254,251,251
9675,69244,40661,NA,NA,NA,physics,1,2014,15,SingDigitInteger,3,40661,119580,0.579,0.081,0.34,0.34,0.66,253,15,SingDigitInteger,mark+003,Y2014P1,256,253,253
12116,68225,39239,NA,NA,NA,physics,1,2014,16,SingDigitInteger,3,39239,119580,0.571,0.101,0.328,0.328,0.672,255,16,SingDigitInteger,mark+003,Y2014P1,258,255,255
10055,73553,35972,NA,NA,NA,physics,1,2014,17,SingDigitInteger,3,35972,119580,0.615,0.084,0.301,0.301,0.699,259,17,SingDigitInteger,mark+003,Y2014P1,262,259,259
9968,49128,60484,NA,NA,NA,physics,1,2014,18,SingDigitInteger,3,60484,119580,0.411,0.083,0.506,0.506,0.494,256,18,SingDigitInteger,mark+003,Y2014P1,259,256,256
15281,76231,28068,NA,NA,NA,physics,1,2014,19,SingDigitInteger,3,28068,119580,0.637,0.128,0.235,0.235,0.765,257,19,SingDigitInteger,mark+003,Y2014P1,260,257,257
11602,60523,47455,NA,NA,NA,physics,1,2014,20,SingDigitInteger,3,47455,119580,0.506,0.097,0.397,0.397,0.603,254,20,SingDigitInteger,mark+003,Y2014P1,257,254,254
3622,82853,33105,NA,NA,NA,chemistry,1,2014,1,SingCorrAns,-103,33105,119580,0.693,0.03,0.277,0.277,0.723,268,21,MultCorrAns,mark+003,Y2014P1,271,268,268
6734,99437,13409,NA,NA,NA,chemistry,1,2014,2,SingCorrAns,-103,13409,119580,0.832,0.056,0.112,0.112,0.888,267,22,MultCorrAns,mark+003,Y2014P1,270,267,267
9952,94679,14949,NA,NA,NA,chemistry,1,2014,3,SingCorrAns,-103,14949,119580,0.792,0.083,0.125,0.125,0.875,263,23,MultCorrAns,mark+003,Y2014P1,266,263,263
